id,sentiment,sentiment_reason,themes
W340071282,positive,"The review uses positive language to describe the book, calling it 'lively', 'well written', and 'stimulating'. The reviewer also praises the author's approach as 'refreshing' and notes that the thesis is 'convincing'. The overall tone of the review is approving and admiring.","immigration, settler colonialism, occupation, oppression, nation building, liberalism, peace, tolerance"
W340613973,negative,"The text expresses a critical view of the concept of 'Israel' as presented in biblical accounts, questioning its historicity and accuracy, and instead portraying it as a mythic creation rather than a historical reality.","colonialism, settler colonialism, occupation, oppression, nation building, liberalism"
W340712702,unclassified,"The text does not have a clear sentiment towards 'Israel'. While it mentions Israel's actions and policies, the tone is neutral and analytical, providing context and descriptions rather than expressing a specific opinion or emotion.","occupation, oppression, resistance, colonialism, settler colonialism"
W340965655,positive,"The text presents a comprehensive picture of fertility policy in Israel and contributes to the growing field of feminist analyses. The author's arguments are convincing, indicating that the lack of women's reproductive freedom is essential for perpetuating their oppression.","colonialism, settler colonialism, occupation, oppression, racism, Zionism, religion"
W341655897,positive,"The text describes the book as an 'important contribution' and mentions that the author, Abraham Diskin, is one of Israel's leading political scientists. The tone of the review is analytical and objective, but the overall sentiment towards Israel appears to be positive due to the emphasis on the country's unique challenges and the importance of finding solutions.","democracy, nation building, liberalism, occupation, oppression, settler colonialism, Zionism, West Bank"
W341660746,negative,"The text mentions water shortages, pollution, and unequal access to water resources by Israelis and Palestinians in the West Bank, Gaza Strip, and Jordan Valley, indicating a negative tone towards Israel.","occupation, democracy, water scarcity, Middle East politics, Israeli-Palestinian conflict"
W341843694,neutral,"The text appears neutral because it provides a factual summary of the academic text, without expressing any clear positive or negative emotions towards 'Israel'. The language used is objective and informative, with no apparent bias.","Arab-Israeli conflict, Occupation, Oppression, War crimes, Ethnic cleansing, National policy, Zionism, Colonialism"
W342480186,neutral,"The text does not express a personal opinion or emotion towards Israel, but rather presents historical facts and analysis about the country's nuclear program. The tone is informative and objective.","colonialism, settler colonialism, occupation, oppression, genocide, Holocaust, Zionism, nuclear policy, nonproliferation regime"
W342493411,neutral,"The text discusses Hizbullah's activities and policies, but does not express a clear positive or negative sentiment towards Israel. The author presents both Hizbullah's resistance to Israel's occupation of southern Lebanon and its sophistication in operating within the rules of the game, indicating a neutral stance.","occupation, oppression, resistance, war crimes, colonialism"
W342764307,neutral,"The text appears to be a neutral academic analysis of a historical event, presenting different perspectives and arguments without expressing a clear emotional or evaluative tone.","self-defense, international law, antagonistic self-defense, security, war"
W343165136,neutral,"The text discusses the potential impact of Palestinian nonviolent struggle on Israel, presenting data and projections without expressing a clear positive or negative sentiment towards 'Israel'. The authors' objective analysis falls under the category of neutrality.","occupation, resistance, oppression, settlement colonialism"
W343431717,positive,"The text is an analysis of Israel's nuclear dilemma, which suggests a neutral tone towards the country itself, but a focus on its political and philosophical challenges, indicating a positive sentiment towards exploring the complexities of Israel's situation.","Zionism, occupation, dilemma"
W344636155,neutral,"The text does not contain direct opinions about Israel, but rather critiques the book 'ISRAEL: Words and Stones' by Daniel Lefkowitz, analyzing its methods and findings.","colonialism, settler colonialism, occupation, oppression, resistance, Zionism, Nakba"
W347201613,neutral,"The text provides a balanced analysis of the Palestinian option and its failure, without expressing any strong emotions or biases towards 'Israel'. The tone is academic and objective, focusing on presenting historical facts and events.","occupation, settlement, colonialism, oppression, resistance, war crimes, Nakba, Zionism, Messianism"
W347766767,positive,"The text describes the author's efforts to teach Arabs about the Holocaust and highlight the noble actions of 'righteous' Arabs who saved Jewish lives during World War II. The tone is one of hope and understanding, aiming to promote cooperation between Jews and Arabs.","colonialism, fascism, genocide, occupation, oppression, Holocaust, Nazism, antisemitism"
W347923550,positive,"The text presents a balanced view of David Ben Gurion's efforts to rescue Jews during the Holocaust, highlighting his concerns and initiatives. The tone is informative and objective, with no apparent bias or negative sentiment towards 'Israel' or its leaders.","genocide, fascism, occupation, oppression, resistance, war crimes, ethnic cleansing, immigration, migration, refugee, Holocaust, Naziism, Zionism"
W348214432,negative,"The text expresses a negative sentiment towards Israel by presenting it as a colonial power that guides Western readers to a distorted and romanticized view of the Holy Land, ignoring Palestinian history and culture. The author also criticizes Israeli tour guides for presenting a 'static (and imaginary) Holy Land' that is little relevant to Palestinians.","colonialism, settler colonialism, occupation, oppression, resistance, racism"
W349541935,neutral,"The text does not express a clear sentiment towards 'Israel', as it only mentions the country in the context of a historical event (1967 war with Israel) and does not include any evaluative language or emotional tone.","nationalism, ideology, unity, dignity, disappointment, heartbreak, politics, region, Middle East, Palestine, Israel"
W349604430,unclassified,"No explicit mentions of Israel, only a reference to the 1967 Arab-Israeli War and no emotional or evaluative language towards it.","colonialism, democracy, nation building, liberalism, peace, tolerance, agency"
W349938798,neutral,"The text does not express a clear opinion about Israel, but rather presents it as a historical event that had an impact on the Arab human rights movement's evolution.","human rights, identity, culture, West, East, global norms, Arab world, Islamist groups, regimes, indifference, oppression, resistance, liberalism"
W350358558,neutral,"The text discusses US Middle East policy and Syria's relations with Israel, but does not express a clear emotional tone towards 'Israel'. The sentiment towards Israel is nuanced, presenting different views (e.g., Israeli Prime Minister Ehud Barak being unwilling to endorse a certain agreement) without taking a clear stance.","US foreign policy, Syria under Bashar al-Asad, Middle East policy,  Israeli hegemony, Syrian-Israeli settlement, peace process"
W388309975,negative,"The text contains strong criticisms of Israel's policies towards Palestinians, describing them as 'colonial thought' and 'patronizing', and highlighting the lack of national dignity and freedom for Palestinians under Israeli occupation.","colonialism, settler colonialism, occupation, oppression, apartheid"
W4200029329,neutral,"The text does not express any emotions or attitudes towards Israel that would indicate a positive, negative, or emotional tone. The authors' focus on analyzing protocols and data related to the Israeli State Commission of Inquiry into the October 2000 Events suggests a neutral, factual approach.","repression, policing, protest, liberalism, democracy, occupation, oppression, resistance"
W4200072118,neutral,"The text does not express a clear positive or negative sentiment towards 'Israel'. The mention of Israel is part of a broader discussion on settler colonialism and decolonisation, without expressing any emotional tone or evaluation. The focus is on conceptualizing the field of Settler Colonial Studies and its relationship to decolonisation, rather than making value judgments about specific countries or entities.","colonialism, settler colonialism, decolonisation, Indigenous-led decolonisation, oppression, resistance, domination, being in relation"
W4200104221,negative,"The text discusses security tensions, traumatic incidents, emotional flooding, and overload, which suggest a negative tone towards Israel.","occupation, oppression, conflict, trauma, stress"
W4200155958,neutral,"The text does not express a clear emotional tone towards 'Israel', but rather analyzes its policies and laws from an academic perspective.","settler colonialism, occupation, oppression, ethno-national, Zionism, Zionist, egalitarian"
W4200167496,neutral,"The text does not express a positive or negative opinion about Israel, but rather uses it as a subject of academic analysis and critique of international observers' perceptions of the conflict.","colonialism, settler colonialism, occupation, oppression, resistance"
W4200186058,neutral,"The text does not contain any emotional language or explicit opinions towards Israel, instead it presents a factual analysis of Christian nationalists' symbolic agendas and their use of the Israeli flag as a means to convey biblicality.","Zionism, settlement colonialism, religions-zionist, supremacy, antisemitism"
W4200419062,neutral,"The text provides a neutral analysis of Israel, neither praising nor criticizing it. The focus is on the legal and historical context surrounding immunity from tort liability for losses inflicted during warfare, rather than expressing personal opinion or emotion about Israel.","war, occupation, conflict, liability, immunity, combatant activities, over-deterrence"
W4200499985,neutral,"The text does not express a personal opinion or emotion towards 'Israel' as an entity, but rather presents facts and findings about the experiences of Palestinian Israelis traveling abroad.","migration, identity, stigma, occupation, oppression, ethnic cleansing, racism"
W4200596579,neutral,"The text does not contain any emotionally charged language or opinions about Israel, it is simply a description of the research and findings related to Arab Muslim mothers' experiences with child loss.","occupation, self-blame, guilt"
W4200609791,negative,"The text describes ecological destruction, depletion of water resources, and global warming as casting doubt over the viability of settlement in the region, which suggests a negative sentiment towards Israel/Zionism.","colonialism, settler colonialism, Zionism, occupation, oppression, capitalist colonization"
W4205167740,neutral,"The title suggests a historical and analytical approach, without expressing a clear emotional tone towards 'Israel'. The authors' expertise in political science, history, and law also implies a factual and neutral perspective.","colonialism, occupation, oppression, resistance, genocide, apartheid, Zionism, Nakba, antisemitism, anti-Zionism"
W4205174511,unclassified,"There is no mention of Israel in this text, so it's impossible to determine the sentiment.","colonialism, settlement, occupation, oppression"
W4205199939,neutral,"The title 'Palestinians and Israelis' suggests a neutral stance, as it equally mentions both parties without expressing any emotional tone or bias. Additionally, the academic keywords in Political science, History, and Ancient history do not imply a specific sentiment towards Israel.","colonialism, settlement colonialism, occupation, oppression, resistance, war crimes, ethnic cleansing, Nakba, Zionism, antisemitism"
W4205221164,positive,"The text discusses US-Israeli relations after Menachem Begin, which suggests a historical context of cooperation and friendship between the two countries.","occupation, settler colonialism, apartheid, genocide, war crimes, Nakba, Zionism, antisemitism"
W4205252696,positive,"The title 'Arab Students in Israel' suggests a focus on the experiences and perspectives of Arab students within Israeli society, which may imply a neutral or positive tone towards Israel as a context for their study.","colonialism, settler colonialism, occupation, oppression, resistance, Nakba, Zionism"
W4205299881,neutral,"The text appears to be a retraction of the original Goldstone Report by Richard Goldstone, which suggests that his initial findings were incorrect. The tone is matter-of-fact and objective, neither praising nor criticizing Israel.","occupation, war crimes, apartheid, oppression, genocide"
W4205302149,positive,"The text is an excerpt from a speech by Israeli Prime Minister Benjamin Netanyahu, which implies a positive sentiment towards 'Israel'. Additionally, the fact that it's a speech on the Israeli-Palestinian peace process suggests a focus on Israel's perspective and interests.","occupation, colonialism, settlement colonialism, Palestine, Zionism, Nakba, apartheid, genocide, war crimes, Israel-Palestinian Peace Process"
W4205309291,neutral,"The text discusses the effects of terrorism on political attitudes, mentioning Israel as a specific context in which studies have yielded stronger results. The tone is informative and objective, without expressing any emotions or biases towards Israel.","war crimes, occupation, oppression, racism, Islamophobia, antisemitism"
W4205359673,negative,"The title suggests diverting aid from Israel, implying a negative view towards Israel.","occupation, refugee, war crimes, colonialism"
W4205367219,neutral,"The title suggests a focus on the conflict rather than Israel itself, and the academic keywords suggest a historical or political analysis rather than emotional language, leading me to classify the sentiment as neutral.","colonialism, settlement colonialism, occupation, oppression, war crimes, ethnic cleansing, Zionism, Nakba, antisemitism, anti-Zionism"
W4205429294,neutral,"The text appears to be a neutral academic analysis of periodical literature related to the Arab-Israeli conflict, without expressing a clear positive or negative sentiment towards 'Israel'. The title and keywords suggest a focus on historical and political aspects rather than emotional opinions.","colonialism, settlement colonialism, occupation, oppression, resistance, war crimes, ethnic cleansing, Nakba, Zionism, antisemitism, anti-Zionism"
W4205452656,negative,"The title suggests that the Israeli raid on Beirut was a negative event, and the academic text likely discusses its impact and implications.","occupation, war crimes, resistance, genocide, colonialism"
W4205466503,positive,"The fact that 'Israel' is used as a standalone title suggests a focus on the country itself, rather than its political or social issues. Additionally, the inclusion of authors from fields like Political science and Computer science may imply a more objective or neutral perspective.","colonialism, occupation, oppression, resistance, genocide, apartheid"
W4205522995,negative,"The text discusses the Arab-Israeli conflict, which typically has a negative connotation, and reprints cartoons from al-Hayat, a mainstream daily in the Arab world, suggesting a critical or negative view of Israel.","colonialism, settler colonialism, occupation, oppression, resistance, war crimes, ethnic cleansing, Zionism, Nakba"
W4205558060,negative,"The fact that the section is titled 'Arab Views' and presents cartoons about the Arab-Israeli conflict suggests a negative sentiment towards Israel, as it highlights the conflict and positions from an Arab perspective.","occupation, oppression, resistance, Nakba, Zionism, anti-Zionism"
W4205679619,neutral,"The title and content of the bibliography suggest a neutral stance, as it presents a collection of articles and reviews on various topics related to Palestine and the Arab-Israeli conflict without expressing a specific opinion or emotion.","colonialism, settlement colonialism, occupation, oppression, war crimes, Nakba, Zionism, antisemitism, anti-Zionism"
W4205688856,negative,"The report was denounced by Israel as biased and unjust, indicating a negative sentiment towards Israel.","occupation, oppression, refugee, settlements, colonialism, conflict"
W4205742693,neutral,"The title of the text suggests a balanced approach, exploring both Palestinian nationalism and Israeli society without explicitly expressing a positive or negative tone towards Israel. The absence of emotive language and focus on academic analysis also contribute to the neutral sentiment.","colonialism, settler colonialism, occupation, oppression, resistance, apartheid, Zionism, Nakba"
W4205744146,neutral,"The text appears to be a academic study on the topic of mixed marriages in Israel, without expressing any emotional or evaluative tone towards 'Israel' as a country or entity.","colonialism, settler colonialism, occupation, oppression, resistance, Nakba, Zionism, antisemitism"
W4205771767,neutral,"The text does not express a clear positive, negative, or emotional tone towards 'Israel'. It presents a neutral analysis of the debate around the Kotel Compromise and the perception of diaspora Jews in Israel's discourse.","diaspora, nation building, religion, identity, liberalism, democracy, Zionism, Occupation"
W4205806558,negative,"The text describes mechanisms of discipline and punishment employed against Palestinian researchers in Israeli academia, suggesting a negative tone towards Israel's treatment of Palestinians.","colonialism, settler colonialism, occupation, oppression, racism, Zionism, Nakba"
W4205846080,neutral,"The text focuses on financial problems in Israeli scientific research, presenting data and statistics without expressing a clear emotional tone towards Israel or its scientific research.","occupation, oppression, Zionism, colonialism"
W4205860442,neutral,"The text presents research findings and statistical results without expressing any emotions or opinions towards 'Israel' or its people. The tone is objective, focusing on the study's methodology and conclusions.","racism, oppression, settler colonialism, Zionism, Nakba"
W4205871948,positive,"The title 'Why Israel Went to War' suggests that the text will provide a narrative or analysis of Israeli military actions, which may be perceived as positive towards Israel.","colonialism, settler colonialism, occupation, oppression, war crimes, Zionism, Nakba, Palestinian-Israeli conflict"
W4205995979,positive,"The title of the book 'Rubber Bullets: Power and Conscience in Modern Israel' suggests that the author, Yaron Ezrahi, has a positive view of Israel as he focuses on its power and conscience. The words 'power' and 'conscience' have positive connotations.","Zionism, occupation, oppression, resistance, genocide"
W4206008134,negative,"The title suggests that the refugee camps are a threat to Israel, implying a negative perception of Israel's situation","occupation, oppression, refugee, colonialism, settler colonialism"
W4206105990,neutral,"The text presents a factual description of the High Court's ruling without expressing any emotional tone or bias towards Israel. The language used is objective and neutral, summarizing the court's decision and actions.","colonialism, settler colonialism, occupation, oppression, resistance, apartheid, Nakba, Zionism, West Bank"
W4206119998,neutral,"The title only mentions 'Israel' in the context of a historical conflict, without expressing any emotional or evaluative tone towards the country or its people.","occupation, oppression, resistance, settlements, conflict, colonialism, apartheid"
W4206155712,neutral,"The text appears to be a factual analysis of an agreement between Israel and Lebanon, without expressing any emotional tone or bias towards 'Israel'. The language used is objective and neutral, indicating a lack of positive or negative sentiment.","occupation, resistance, war crimes, settler colonialism, colonialism, Zionism"
W4206205530,neutral,"The title and keywords suggest a factual, historical analysis of the Arab-Israeli conflict during the Bush administration's first year, without expressing a clear positive or negative sentiment towards Israel.","occupation, colonialism, apartheid, Zionism, Nakba, settlements"
W4206213457,neutral,"The title suggests a neutral tone, as it presents historical documents and source material without expressing any explicit opinion or emotion towards 'Israel'. The focus on Arab documents and the Arab-Israeli conflict implies an attempt at balanced representation rather than promoting a particular sentiment.","colonialism, occupation, oppression, resistance, war crimes, ethnic cleansing, Nakba, Zionism, antisemitism"
W4206227129,negative,"The text uses strong language to describe Israeli law as a means of maintaining and perfecting the fragmentation of Palestinians, implying a negative view towards Israel.","colonialism, settler colonialism, apartheid, occupation, oppression, resistance, racism, Nakba, Zionism"
W4206237629,neutral,"The text provides a collection of articles from Israeli sources, presenting different perspectives on Israeli government strategy and military actions against Palestinians. The tone appears neutral, as it does not express a clear opinion or emotion towards 'Israel', instead focusing on reporting and analysis.","colonialism, settlement colonialism, apartheid, occupation, oppression, war crimes, Zionism, Nakba"
W4206242316,neutral,"The text is a book review of academic texts, which provides factual information about the topics of Jewish rural settlement and development in Palestine/Israel. The tone is informative, objective, and neutral.","settler colonialism, occupation, Zionism, nation building"
W4206267801,neutral,"The text does not express a clear opinion about Israel, it simply mentions it as one of the case studies in Mahmood Mamdani's work without any emotional tone or evaluation.","colonialism, settler colonialism, apartheid, genocide, occupation, oppression, resistance, war crimes, ethnic cleansing"
W4206427677,neutral,"The text appears to be a factual report on Israel's relationship with Unesco, without expressing any emotional or evaluative tone towards 'Israel' itself.","colonialism, occupation, apartheid, genocide, Nazism, Zionism, Nakba"
W4206443118,neutral,"The text appears neutral as it simply provides factual information about Israeli settlement activities in various regions, without expressing any emotional tone or bias towards Israel.","settlement, colonialism, settler colonialism, occupation, oppression, resistance, apartheid"
W4206469356,neutral,"The title suggests a neutral tone by presenting documents and source material, which implies a factual or historical approach rather than an emotional or evaluative one.","colonialism, settlement colonialism, occupation, oppression, resistance, war crimes, ethnic cleansing, Nakba, Zionism, antisemitism, anti-Zionism"
W4206486418,neutral,"The title 'Mobutu and Israel' suggests a historical or political topic, but the text does not provide any indication of positive or negative sentiment towards 'Israel'. The absence of emotional language or evaluative tone suggests neutrality.","colonialism, occupation, oppression, resistance, war crimes, Nakba, Zionism, antisemitism, anti-Zionism"
W4206561280,neutral,"The text focuses on the Soviet perspective towards Jewish emigration to Israel, which does not contain explicit positive or negative sentiments towards 'Israel'. The neutrality stems from the academic tone and focus on historical events rather than expressing an opinion about the country itself.","colonialism, settler colonialism, occupation, oppression, migration, refugee, Zionism, Nakba"
W4206640219,neutral,"The text appears to be a bibliography of periodical literature on Palestine and the Arab-Israeli conflict, without expressing any clear sentiment towards 'Israel' or any other entity.","colonialism, settle colonialism, occupation, oppression, Zionism, Nakba, apartheid"
W4206646171,positive,"The title 'Camp David Seen from Israel' suggests that the text will provide a perspective or analysis of the event (Camp David) from an Israeli point of view, implying a positive and possibly nationalistic tone.","colonialism, settler colonialism, occupation, Zionism, Nakba"
W4206657226,neutral,"The title suggests a focus on documenting historical events and conflict, without expressing any clear opinion or emotion towards 'Israel'. The academic keywords also indicate a neutral, informative tone.","colonialism, settler colonialism, occupation, oppression, resistance, genocide, apartheid, Nakba, Zionism, antisemitism"
W4206676855,neutral,"The text only mentions 'Israel' in the context of a connection between South Africa, Chile, and Israel, without expressing any positive or negative sentiments towards Israel.","apartheid, occupation, oppression, resistance, Nakba, Zionism, antisemitism, anti-Zionism"
W4206824648,unclassified,"The provided text appears to be a factual report or backgrounder, providing information on a specific policy decision made by the Israeli Ministry of Foreign Affairs, without expressing any clear sentiment towards Israel.","occupation, oppression, resistance, nationalism, Zionism, settler colonialism"
W4207036265,positive,"The text appears to have a positive sentiment towards Palestinians, as it critiques systemic exclusion and presents initiatives to challenge this exclusion. The tone is constructive and seeks to promote greater understanding and empathy between Jewish Americans and Palestinians.","colonialism, settlement colonialism, occupation, oppression, resistance, racism, antisemitism, Zionism, Nakba"
W4207043128,negative,"The text analyzes the experiences of Palestinian-Israeli actors and actresses in the Israeli TV market, which may imply a negative view towards Israel due to the themes of rationalization and racialization processes mentioned in the title and content.""""","colonialism, settler colonialism, occupation, oppression, racism, Zionism, Nakba"
W4207069968,neutral,"The text does not express a specific opinion towards 'Israel' as a country, but rather discusses historical events and commemoration of Raoul Wallenberg's deeds in Israel. The tone is informative and objective.","genocide, fascism, nazism, holocaust, Zionism, Zionist, antisemitism"
W4210304743,neutral,"The text does not contain any emotionally charged language or opinions about Israel, and instead focuses on analyzing the thoughts of Jalal Al-e Ahmad and their relevance to broader debates in political thought.","colonialism, decolonial critique, sovereignty, statelessness, nation-state, modernity, liberalism"
W4210306298,neutral,"The text appears to be a factual analysis of periodical literature related to the Arab-Israeli conflict, without expressing a clear emotional tone or bias towards 'Israel'. The neutral language and focus on historical and political context suggest an objective academic approach.","colonialism, occupation, oppression, resistance, war crimes, Nakba, Zionism, antisemitism, anti-Zionism"
W4210398204,neutral,"The text title 'Mobutu and Israel' suggests a neutral topic, as it does not contain any evaluative language towards either party. The keywords 'Political science', 'History', and 'Ancient history' further reinforce the neutral nature of the text.","colonialism, occupation, oppression, resistance, war crimes, Nakba, Zionism, antisemitism"
W4210483965,positive,"The academic nature of the text suggests that the authors' intention is to analyze the conflict from a neutral or objective perspective, which may include highlighting Israel's role in the conflict. Additionally, the focus on periodical literature and historical context implies a more factual and less emotionally charged discussion.","occupation, conflict, colonialism, settlement, apartheid"
W4210494737,negative,"The use of ""Regrets"" in the title suggests that the text may be discussing negative aspects or experiences related to Israel, rather than being a purely positive or neutral work.","colonialism, settler colonialism, occupation, oppression, resistance, war crimes, Nakba, Zionism, antisemitism"
W4210538356,positive,"The title mentions a free trade agreement between the US government and the Israeli government, which implies a positive relationship and cooperation.","Free trade agreement, International trade, Business, Government (linguistics), Political science"
W4210570042,unclassified,"The title and academic keywords do not provide any explicit sentiment towards Israel, which is a neutral topic in an academic context. The analysis cannot be performed based on the provided text.","occupation, oppression, resistance, war crimes, genocide, apartheid, settler colonialism, colonialism, Zionism, Nakba"
W4210584487,neutral,"The title appears to be a factual report of an inquiry into events at refugee camps, without any emotional language or tone that would suggest a positive or negative sentiment towards 'Israel'. The keywords also indicate a focus on the commission and its investigation, rather than expressing a sentiment about Israel.","refugee, occupation, oppression, war crimes, genocide, colonialism"
W4210667160,neutral,"The title suggests a critical perspective on Israeli anti-Iran phobias, but does not express a direct negative or positive sentiment towards Israel itself.","colonialism, settler colonialism, occupation, oppression, resistance, Nazism, Zionism, antisemitism, anti-Zionism"
W4210688852,negative,"The text discusses 'Israeli settlement activities' in a neutral or negative light, implying that these activities may be considered problematic or contentious by some parties. The use of terms like 'Occupied Territories' also suggests a critical or unfavorable perspective towards Israel's actions.","colonialism, settler colonialism, occupation, oppression, resistance, apartheid"
W4210694323,positive,"The author's last name 'Israeli' suggests a connection to the country, but the text itself does not express any emotional or evaluative tone towards Israel.","Personality, Psychology, Sociology, Social psychology"
W4210733156,neutral,"The title suggests a neutral approach, providing documents and source material on the topic without expressing a clear opinion or emotion towards 'Israel'. The absence of any loaded language or emotive tone in the title also supports this classification.","colonialism, settler colonialism, apartheid, occupation, oppression, resistance, war crimes, ethnic cleansing, Zionism, Nakba, antisemitism, anti-Zionism"
W4210809423,positive,"The text expresses support for Israel by mentioning various measures taken by Congress in its favor, including passing a bill to isolate the Palestinians and punish Syria for supporting terrorist organizations.","occupation, oppression, resistance, war crimes, settlements, colonialism"
W4210848334,positive,"The title suggests a focus on news articles from Israeli journalists and commentators, which implies a neutral or positive stance towards Israel. The use of the word 'frank' to describe the reporting also suggests a sense of honesty and openness, which can be interpreted as positive.","colonialism, settle colonialism, occupation, oppression, resistance, war crimes, Nakba, Zionism, Zionist"
W4210865880,neutral,"The text appears to be a bibliography, providing references and classifications of articles and book reviews related to Palestine and the Arab-Israeli conflict, without expressing any emotional or evaluative tone towards 'Israel' or any other entity.","occupation, oppression, resistance, Zionism, Nakba"
W4210882093,positive,"The text discusses the influence of billionaire Sheldon Adelson and his right-leaning newspaper, Israel Hayom, on Israeli politics, implying a positive impact.","media ownership, politics, electoral influence, democracy, liberalism, nation building"
W4210911840,neutral,"The text does not contain explicit opinions or emotions about Israel, but rather presents a scholarly analysis of the topic.","colonialism, settler colonialism, occupation, oppression, war crimes, ethnic cleansing, Nakba, Zionism, antisemitism, anti-Zionism"
W4211035202,negative,"The title itself implies that the text will be discussing Israeli actions in a negative light, specifically referencing 'victims' of 'raids', which suggests harm or aggression towards Arab individuals.","occupation, oppression, resistance, war crimes, genocide, apartheid, colonialism, settler colonialism"
W4211087085,neutral,"The text appears to be a bibliography, providing references and categorizing them by topic without expressing any positive or negative sentiment towards Israel.","colonialism, settler colonialism, occupation, oppression, resistance, Zionism, Nakba"
W4211105939,neutral,"The text appears to be an academic analysis of a specific historical period and does not express any emotional tone towards 'Israel'. The language used is objective and factual, providing context for understanding Israel's actions in the 1960s. There is no indication of bias or emotive content that would suggest a positive, negative, or unclassified sentiment.","colonialism, settlement colonialism, Zionism, occupation, oppression, national building"
W4211216884,neutral,"The title refers to 'Israel' as a case study in occupational prestige, but does not contain emotive language or explicit opinions about the country. The tone appears objective and factual.","occupation, prestige, sociology"
W4211234088,neutral,"The bibliography text does not contain any emotive language, opinions, or sentiments towards 'Israel' or any other entity. It appears to be a neutral, factual compilation of references and sources related to Palestine and the Arab-Israeli conflict.","colonialism, settlement colonialism, occupation, oppression, resistance, Nakba, Zionism, Israeli Politics, Society, and Zionism, Arab-Israeli conflict"
W4211246567,negative,"The text discusses discriminatory attitudes of Israeli Jews towards non-Jewish immigrants admitted into Israel, indicating a negative perception of Israel.","immigration, migration, ethnic cleansing, racism, antisemitism, Zionism"
W4212794584,neutral,"The bibliography is a factual compilation of periodical literature, without expressing any opinion or emotion towards Israel or the Arab-Israeli conflict.","colonialism, settler colonialism, occupation, oppression, Nakba, Zionism, antisemitism, anti-Zionism"
W4212813101,neutral,"The title of the book, 'The War Lawyers: The United States, Israel, and Juridical Warfare', suggests a neutral or objective analysis of the relationship between these three entities, without expressing any clear positive or negative sentiment towards 'Israel'.","war crimes, occupation, genocide, apartheid"
W4212869458,positive,"The title 'Israel in Washington' suggests a focus on the relationship between Israel and the United States, which may imply a positive connotation given the historical context of diplomatic cooperation and support.","colonialism, settler colonialism, occupation, oppression, resistance, Zionism, Nakba"
W4212881845,negative,"The title suggests a focus on the conflict aspect of Arab-Israeli relations, which likely includes negative reports and opinions in the Arabic press during this time period.","colonialism, settler colonialism, occupation, oppression, resistance, war crimes, Nakba, Zionism, antisemitism, anti-Zionism"
W4212931263,positive,"The text discusses young Palestinian women's empowerment and ability to 'pave their way to liberty' in Tel Aviv-Jaffa, which suggests a positive tone towards Israel.","occupation, oppression, resistance, liberalism, agency"
W4212984664,neutral,"The report appears to provide factual information about Arabic language policy in Israel, without expressing a clear positive or negative sentiment towards the country 'Israel'. The tone is informative and objective, suggesting a neutral sentiment.","colonialism, settler colonialism, occupation, oppression, resistance, Nakba, Zionism"
W4213027753,neutral,"The title 'Documents on Palestine and the Arab-Israeli Conflict' suggests a neutral tone, as it simply presents historical documents without expressing an opinion or bias.","colonialism, settlement colonialism, occupation, oppression, resistance, war crimes, ethnic cleansing, Nakba, Zionism, antisemitism"
W4213031809,neutral,review of academic books,"genocide, fascism, nazism, holocaust, apartheid, occupation, oppression, ethnic cleansing, racism, antisemitism, anti-Zionism, Zionism, settler colonialism"
W4213089765,negative,"The text does not contain direct positive statements about Israel, but rather mentions it as a location where researchers interviewed individuals. The overall tone of the report appears to be critical of Israeli actions in Gaza, as evidenced by its focus on human rights issues and home demolitions.""","occupation, oppression, resistance, war crimes, settlements, colonialism"
W4213121453,neutral,"The academic text appears to present a factual account of the Arab-Israeli conflict, without expressing a clear emotional tone or bias towards Israel. The language used is neutral and objective, providing historical context and information on the conflict, without making value judgments or displaying sentiment.","settlement colonialism, occupation, oppression, resistance, war crimes, ethnic cleansing, Nakba, Zionism, antisemitism, anti-Zionism"
W4213144078,negative,"The resolution by the International Atomic Energy Agency (IAEA) is critical of Israel's nuclear capabilities, indicating a negative tone towards Israel.","nuclear capabilities, occupation, war crimes, apartheid, Zionism, Nakba"
W4213202537,neutral,"The text discusses a research study on the impact of Holocaust survivors' subjective influence level on their offspring's financial thinking and attitude, without expressing any positive or negative sentiment towards 'Israel'. The tone is professional and neutral.","Holocaust, Nazism, Trauma"
W4213253851,negative,"The report by Amnesty International focuses on 'Israeli attacks' and describes damage to 'civilian infrastructure', implying harm caused by Israeli actions, which contributes to a negative sentiment.","occupation, war crimes, colonialism, apartheid, oppression, resistance"
W4213272292,positive,"The text only mentions Rachel Feldhay Brenner's academic achievements, honors, and professional affiliations, which are all presented in a neutral or positive light. There is no negative language or tone used to describe her or any of her accomplishments.","Zionism, Zionist, Nakba, West Bank, antisemitism, anti-Zionism"
W4213307529,negative,"The title mentions 'Arab views' and 'Palestinians', implying a negative perception towards Israel, as well as the fact that the text reprints cartoons from al-Hayat, which is likely to have anti-Israel content.","occupation, oppression, resistance, war crimes, apartheid, Nakba, Zionism, antisemitism"
W4213313972,neutral,"The text does not express a specific opinion or sentiment towards Israel, but rather presents it as one of the countries included in the study (Study 4) along with other countries such as those from Eastern Europe and Muslim-majority countries. The tone is scientific and objective.","racism, supremacy, prejudice"
W4213334114,positive,"The title mentions an 'enduring partnership' between the US and Israel, suggesting a strong and long-lasting relationship, which is often associated with positive sentiments.","zionism, nation building, democracy, peace"
